,User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
3198,SR03286,21.0,other,student,5.0,7.5,9.82033361135752,3.0,1.0,6.0,57.0,0.0,5.0,0.5,10,0
3200,SR04424,43.0,other,teacher,9.0,5.0,8.0,4.0,1.0,7.0,26.0,8.0,6.0,0.0,0,0
3201,SR03985,23.0,other,student,6.5,5.5,9.0,6.0,1.0,7.0,50.0,1.0,4.0,0.5,10,1
3203,SR03062,69.0,female,retired,9.0,1.5,1.964066722271504,1.5,0.0,8.0,10.0,2.0,3.0,0.0,5,0
3204,SR03026,66.0,male,young professional,5.0,8.0,9.5,2.5,4.0,6.0,28.0,3.0,12.0,0.5827832057037232,10,0
3205,SR00971,39.0,male,freelancer,8.5,8.0,10.5,3.5,3.0,4.0,35.36387743249938,7.0,12.0,0.0,10,1
3206,SR00014,26.0,other,healthcare worker,7.5,1.5,2.0,3.0,3.0,5.0,7.0,4.0,14.0,0.0,5,0
3207,SR00874,50.0,other,freelancer,6.5,8.5,11.0,2.5,0.0,8.0,44.0,8.0,10.0,0.5,10,1
3208,SR00809,33.0,female,student,6.5,7.5,9.5,3.0,2.0,6.0,22.0,7.0,2.0,1.0,10,0
3209,SR03199,35.0,male,business owner,5.0,7.5,10.5,0.0,3.0,8.0,32.0,5.0,10.0,0.5,10,1
3211,SR04473,28.0,female,young professional,7.5,7.5,10.0,4.0,3.0,6.0,33.0,2.0,8.0,0.0,10,1
3214,SR04343,29.0,female,young professional,6.0,5.0,7.0,4.0,2.0,3.0,37.0,0.0,8.0,0.5,10,1
3216,SR03692,30.0,other,young professional,7.0,8.0,10.5,4.5,0.0,8.0,48.0,3.0,8.0,1.0,10,1
3217,SR00459,22.0,other,student,7.5,6.5,6.5,4.0,0.0,6.0,48.0,5.0,8.0,1.0,10,1
3218,SR03472,76.0,female,young professional,7.0,5.5,7.0,2.0,3.0,5.0,24.0,4.0,11.0,1.0,5,0
3219,SR02431,22.0,female,student,4.0,10.5,15.0,6.0,1.0,5.0,29.0,1.0,9.0,0.5,10,0
3220,SR03658,25.0,male,freelancer,8.0,8.0,7.5,2.66384778012685,3.0,6.0,28.0,5.0,11.0,0.0,10,1
3222,SR04590,40.0,male,retired,9.0,1.0,1.3093778148476694,4.0,2.0,7.0,26.0,7.0,7.138232953037941,1.0,0,0
3223,SR04045,39.0,female,teacher,8.5,6.0,6.5,0.0,3.0,10.0,28.0,4.0,8.0,1.0,2,0
3224,SR01884,45.0,female,freelancer,6.0,9.5,13.0,5.5,3.0,7.0,52.0,0.0,11.0,0.0,10,1
3225,SR01714,23.0,other,business owner,8.0,6.0,4.5,6.0,5.0,6.0,27.0,4.0,12.0,1.0,10,1
3226,SR03959,25.0,male,young professional,7.0,5.5,8.0,6.5,5.0,8.0,44.0,4.0,5.0,0.5827832057037232,10,1
3228,SR00553,34.0,male,retired,7.5,6.0,6.5,2.0,0.0,8.0,13.0,3.0,0.0,0.5,5,0
3229,SR01440,35.0,male,business owner,7.5,4.0,4.5,2.5,3.0,5.0,36.0,4.0,7.0,0.5827832057037232,10,1
3230,SR02271,20.0,other,healthcare worker,7.0,4.0,5.0,3.0,2.0,5.0,16.0,3.0,7.0,2.0,5,0
3231,SR03145,73.0,female,retired,7.0,5.0,8.0,2.0,2.0,9.0,11.0,6.0,0.0,0.0,5,0
3232,SR02822,59.0,female,teacher,8.0,5.0,7.0,2.5,1.0,8.0,23.545823491241155,4.0,7.0,0.0,4,0
3234,SR01926,20.0,male,business owner,7.5,8.0,11.0,0.5,2.0,7.0,40.0,0.0,13.0,0.5,10,0
3235,SR00635,40.0,female,business owner,7.5,8.0,10.5,0.5,4.0,10.0,38.0,5.0,11.0,0.5,10,1
3237,SR00317,37.0,female,business owner,7.0,4.5,5.5,5.0,5.0,6.0,24.0,6.0,13.0,0.5,8,0
3238,SR04218,28.0,other,young professional,7.0,7.5,9.5,0.0,5.0,9.0,27.0,2.0,11.0,2.0,10,1
3239,SR04700,49.0,other,teacher,7.5,5.5,8.5,1.0,3.0,6.0,33.0,3.0,10.0,0.0,9,1
3241,SR00428,40.0,male,retired,7.0,3.0,4.5,1.5,3.0,7.0,18.0,7.0,5.0,0.5,5,0
3244,SR03042,51.0,male,retired,7.0,4.0,6.0,1.5,0.0,7.0,17.0,1.0,0.0,0.0,6,0
3245,SR00143,38.0,female,teacher,8.5,9.0,10.5,0.5,4.0,8.0,44.0,0.0,10.0,1.0,10,1
3246,SR02170,65.0,male,retired,7.5,5.0,8.0,1.5,1.0,6.0,12.0,6.0,1.0,0.5,3,0
3248,SR00090,41.0,female,freelancer,8.0,7.5,9.5,6.5,1.0,6.0,52.0,7.0,8.0,0.5827832057037232,10,1
3249,SR02919,65.0,male,retired,11.0,5.5,7.5,0.5,1.0,6.0,3.0,6.0,1.0,0.0,0,0
3250,SR03238,74.0,female,retired,6.5,3.0,3.928133444543008,0.0,2.0,7.0,21.0,4.0,7.138232953037941,0.5,5,0
3253,SR03413,33.0,male,freelancer,8.5,8.5,11.0,0.0,2.0,7.0,47.0,3.0,9.0,0.0,10,1
3254,SR02164,29.0,female,young professional,6.5,9.0,11.0,4.5,0.0,4.0,21.0,3.1847368421052633,5.0,1.0,10,1
3255,SR02637,45.0,other,retired,7.0,1.0,1.3093778148476694,0.0,0.0,5.0,7.0,4.0,7.138232953037941,0.0,5,0
3256,SR01950,26.0,male,healthcare worker,5.5,2.0,2.5,0.5,3.0,4.0,24.0,3.0,10.0,0.5,10,0
3257,SR01769,24.0,female,healthcare worker,7.5,5.0,7.5,1.0,4.0,9.0,28.0,3.1847368421052633,11.0,1.5,6,0
3258,SR04291,77.0,male,healthcare worker,6.0,6.0,10.0,1.5,3.0,7.0,30.0,3.0,9.0,1.0,10,1
3259,SR02273,34.0,male,teacher,8.0,7.0,10.0,5.0,1.0,4.0,35.37379183587741,3.0,7.0,0.5,10,1
3260,SR00002,19.0,male,student,7.0,11.5,15.0,3.0,4.0,6.0,40.0,7.0,7.138232953037941,1.0,10,1
3261,SR03283,25.0,other,freelancer,5.0,8.0,9.0,2.5,3.0,5.0,29.0,4.0,13.0,0.5,10,1
3262,SR04958,20.0,other,young professional,8.0,6.5,9.0,0.0,3.0,5.0,44.0,4.0,7.0,1.0,10,0
3264,SR00936,25.0,female,teacher,7.0,4.5,4.0,4.0,2.0,7.0,36.0,2.0,9.0,1.5,10,1
3265,SR04297,38.0,female,business owner,6.0,7.0,9.0,3.0,5.0,8.0,20.0,3.0,16.0,0.5,10,1
3266,SR02721,55.0,female,healthcare worker,5.0,4.5,7.5,3.5,1.0,7.0,3.0,3.0,11.0,0.5,10,1
3267,SR04448,23.0,other,student,5.5,7.0,10.0,3.0,0.0,5.0,44.0,1.0,2.0,1.0,10,1
3268,SR01110,24.0,female,healthcare worker,7.5,1.0,1.0,2.0,2.0,9.0,21.0,5.0,13.0,1.0,5,0
3269,SR03961,34.0,other,young professional,7.0,2.5,3.0,0.5,3.0,5.0,36.0,2.0,7.0,1.5,10,1
3270,SR00592,75.0,female,retired,8.0,4.0,5.5,3.5,2.0,6.0,3.0,6.0,7.138232953037941,0.0,1,0
3271,SR01696,60.0,male,retired,10.0,4.5,5.5,1.0,5.0,6.0,3.0,2.0,3.0,0.0,6,1
3273,SR02937,67.0,female,retired,9.5,5.0,8.5,2.5,0.0,3.0,19.0,4.0,0.0,0.5,2,0
3274,SR04205,38.0,male,young professional,4.5,9.5,14.0,3.5,3.0,4.0,48.0,3.0,11.0,0.5,10,1
3276,SR01577,20.0,other,student,9.0,6.0,8.5,3.5,3.0,7.0,35.543723161996326,1.0,9.0,0.0,10,1
3278,SR00214,41.0,female,young professional,6.0,7.0,10.0,2.5,3.0,6.0,26.0,4.0,7.0,0.0,10,1
3279,SR00779,38.0,male,teacher,5.5,2.5,3.0,2.5,5.0,7.0,35.0,4.0,6.0,1.0,10,1
3281,SR03760,34.0,male,retired,10.5,1.0,1.0,0.5,2.0,9.0,28.0,5.0,3.0,0.0,0,0
3282,SR02044,37.0,female,healthcare worker,7.0,6.5,8.5,1.0,1.0,7.0,3.0,2.0,10.0,0.5827832057037232,6,0
3283,SR02849,21.0,other,young professional,7.5,11.0,14.0,2.0,2.0,7.0,39.0,1.0,8.0,1.5,10,1
3284,SR04538,53.0,female,business owner,6.0,5.5,8.0,3.5,5.0,4.0,31.0,5.0,9.0,1.0,10,1
3285,SR03506,27.0,other,healthcare worker,7.0,2.0,1.5,4.0,1.0,7.0,43.0,1.0,7.138232953037941,1.0,10,1
3286,SR03814,48.0,male,young professional,6.5,7.5,8.5,1.5,6.0,6.0,39.0,2.0,7.0,1.5,10,1
3287,SR01568,60.0,male,healthcare worker,8.0,6.5,10.0,2.5,0.0,7.0,26.0,3.1847368421052633,11.0,0.0,3,0
3288,SR00166,55.0,male,business owner,5.0,7.5,9.0,2.66384778012685,1.0,5.0,33.754562064391294,0.0,12.0,0.0,10,1
3289,SR04715,20.0,other,student,5.0,7.0,7.0,2.5,0.0,7.0,38.0,4.0,11.0,0.5827832057037232,10,1
3292,SR01344,33.0,other,teacher,8.0,5.5,9.0,1.5,0.0,6.0,21.0,6.0,10.0,0.5,1,0
3293,SR02014,27.0,male,healthcare worker,4.5,4.5,3.5,0.0,2.0,6.0,31.0,4.0,7.138232953037941,0.5827832057037232,10,1
3294,SR00274,27.0,female,healthcare worker,8.5,5.5,7.0,2.0,2.0,6.0,15.0,1.0,13.0,1.0,7,0
3295,SR00072,78.0,female,retired,6.5,2.5,3.0,2.5,1.0,8.0,24.0,4.0,1.0,0.0,5,0
3297,SR01088,52.0,other,business owner,7.0,11.0,15.0,0.0,3.0,7.0,27.0,2.0,12.0,0.0,10,1
3299,SR00584,36.0,other,retired,9.5,4.5,5.5,5.0,2.0,5.0,14.0,3.0,0.0,0.0,5,0
3301,SR04988,20.0,female,student,6.5,10.0,14.5,2.5,5.0,4.0,30.0,3.0,2.0,0.0,10,1
3302,SR04089,21.0,other,student,5.5,1.5,1.0,0.5,4.0,7.0,50.0,2.0,7.0,1.0,10,1
3303,SR02549,22.0,female,student,3.5,2.0,2.5,1.5,5.0,5.0,42.0,0.0,5.0,0.0,10,1
3305,SR04898,68.0,female,retired,6.5,1.5,1.5,2.66384778012685,0.0,8.0,22.0,3.0,2.0,1.0,5,0
3306,SR03004,50.0,female,retired,7.0,2.5,2.5,0.5,3.0,8.0,3.0,8.0,0.0,0.0,4,1
3308,SR04408,50.0,female,retired,7.5,3.5,6.5,3.0,0.0,9.0,18.0,3.0,0.0,0.0,4,0
3310,SR01764,21.0,female,student,7.5,6.0,6.5,1.0,2.0,8.0,40.0,3.0,3.0,1.0,10,1
3311,SR01876,19.0,female,freelancer,7.5,4.5,7.0,6.0,4.0,5.0,21.0,7.0,7.0,0.5,3,0
3312,SR01260,52.0,female,teacher,9.0,6.0,6.5,1.0,0.0,7.0,45.0,2.0,9.0,0.5,10,1
3313,SR04531,21.0,other,young professional,7.5,10.0,12.0,2.5,0.0,9.0,35.0,5.0,8.0,0.0,10,1
3315,SR02782,68.0,female,retired,7.5,4.0,5.0,1.5,5.0,9.0,26.0,1.0,3.0,0.0,6,0
3316,SR03593,83.0,other,retired,10.5,4.5,5.0,1.0,2.0,9.0,11.0,3.1847368421052633,1.0,0.0,0,0
3317,SR00527,30.0,male,healthcare worker,7.5,4.0,4.0,1.0,3.0,9.0,47.0,4.0,14.0,1.0,10,1
3318,SR04264,44.0,male,freelancer,7.5,6.0,9.0,2.0,4.0,8.0,31.0,3.0,7.0,0.5827832057037232,7,0
3319,SR02947,20.0,female,student,6.5,3.5,6.0,3.0,4.0,6.0,34.0,0.0,3.0,0.0,10,1
3320,SR00378,29.0,female,young professional,6.5,7.5,9.5,5.0,2.0,6.0,37.0,0.0,5.0,0.0,10,1
3322,SR03821,75.0,female,retired,8.0,5.5,6.0,3.0,2.0,8.0,23.0,4.0,6.0,0.0,5,0
3323,SR01964,32.0,male,healthcare worker,5.0,10.0,15.0,1.5,3.0,6.0,39.70713226410458,3.0,15.0,1.0,10,1
3324,SR04733,20.0,female,student,4.5,8.0,11.0,3.5,2.0,9.0,3.0,1.0,4.0,1.5,10,0
3325,SR00349,22.0,other,business owner,6.0,10.5,14.0,1.5,3.0,6.0,51.0,6.0,14.0,0.0,10,1
3326,SR02435,25.0,female,student,6.0,8.0,10.5,5.0,3.0,4.0,37.0,5.0,8.0,0.5827832057037232,10,1
3327,SR02247,28.0,other,young professional,8.5,9.0,13.0,3.0,5.0,7.0,37.084369878320445,0.0,8.0,1.0,10,1
3328,SR04167,25.0,female,young professional,8.0,4.5,5.0,1.5,4.0,3.0,44.0,6.0,12.0,0.5,10,1
3329,SR01710,45.0,female,teacher,5.5,6.5,10.5,3.5,1.0,9.0,3.0,1.0,5.0,0.0,10,1
3330,SR01051,27.0,male,young professional,8.5,4.5,3.0,2.5,2.0,7.0,45.0,5.0,6.0,1.5,10,1
3331,SR00591,58.0,male,retired,8.0,2.0,2.0,3.5,1.0,6.0,19.0,3.1847368421052633,1.0,0.0,5,0
3332,SR00520,22.0,female,healthcare worker,3.0,3.0,4.5,1.5,2.0,8.0,25.0,6.0,11.0,0.5,10,1
3334,SR04309,20.0,other,student,6.5,8.0,12.0,4.5,1.0,3.0,29.0,8.0,4.0,1.0,10,1
3335,SR02478,28.0,other,business owner,8.5,3.0,3.928133444543008,3.5,1.0,7.0,29.0,0.0,13.0,1.5,9,0
3336,SR01084,75.0,female,retired,7.0,3.5,6.0,0.0,1.0,6.0,11.0,3.0,5.0,0.0,6,0
3337,SR03589,20.0,male,student,8.5,4.5,5.5,4.0,3.0,9.0,8.0,4.0,4.0,0.0,2,0
3338,SR04779,53.0,female,retired,9.0,4.0,4.0,2.5,2.0,5.0,18.0,3.0,1.0,0.0,5,0
3339,SR04510,42.0,female,business owner,5.5,8.0,11.0,3.0,2.0,6.0,34.80930687327934,3.0,12.0,1.0,10,1
3340,SR01295,24.0,male,young professional,6.0,4.0,10.0,4.5,3.0,7.0,8.0,5.0,11.0,0.5,7,0
3342,SR00792,67.0,male,retired,7.5,3.5,2.0,2.0,2.0,8.0,10.0,3.0,0.0,0.0,4,0
3343,SR00793,29.0,other,young professional,5.5,3.5,3.0,3.0,2.0,5.0,47.0,1.0,10.0,1.0,10,1
3344,SR04115,40.0,male,freelancer,6.0,11.0,14.5,3.0,3.0,6.0,22.0,3.1847368421052633,6.0,0.5,10,1
3345,SR01856,55.0,male,retired,8.0,7.0,10.0,1.5,2.0,4.0,28.0,5.0,1.0,0.5,5,0
3346,SR04758,48.0,male,teacher,7.5,8.0,10.5,0.0,1.0,9.0,34.0,6.0,8.0,0.5,10,1
3348,SR03234,26.0,female,teacher,8.5,6.5,8.0,3.0,3.0,9.0,8.0,4.0,7.0,0.5,4,0
3349,SR03909,57.0,female,young professional,6.5,5.0,6.5,2.66384778012685,5.0,6.0,32.0,5.0,10.0,1.0,10,1
3350,SR04985,30.0,other,freelancer,3.5,12.5,15.0,1.5,3.0,4.0,22.0,4.0,8.0,0.0,10,1
3351,SR03329,40.0,other,freelancer,7.0,13.0,15.0,1.5,1.0,4.0,39.0,5.0,8.0,1.0,10,1
3352,SR01531,39.0,female,freelancer,7.0,5.0,4.5,1.5,2.0,6.0,45.0,1.0,7.0,0.0,10,1
3354,SR04295,76.0,female,retired,10.5,4.0,5.5,3.5,2.0,10.0,9.0,2.0,3.0,0.0,1,0
3355,SR04649,30.0,male,freelancer,5.5,6.5,10.5,2.66384778012685,3.0,5.0,30.0,5.0,11.0,0.5,10,1
3357,SR00869,34.0,female,young professional,7.5,7.5,11.0,3.0,2.0,9.0,61.0,1.0,9.0,0.5,10,1
3358,SR02351,20.0,female,student,6.0,3.5,6.5,2.66384778012685,0.0,7.0,51.0,0.0,5.0,0.0,10,1
3359,SR00021,52.0,male,freelancer,7.5,6.0,7.5,2.0,1.0,6.0,11.0,2.0,9.0,0.0,6,0
3360,SR03425,22.0,other,student,4.5,9.0,11.5,1.0,1.0,7.0,26.0,4.0,4.0,0.5,10,1
3361,SR02796,27.0,male,young professional,6.5,4.0,7.0,5.0,3.0,7.0,34.0,0.0,8.0,1.0,10,1
3362,SR04573,77.0,male,retired,8.5,1.0,1.3093778148476694,0.0,-1.0,8.0,23.0,9.0,0.0,0.0,0,0
3363,SR01563,23.0,female,freelancer,6.5,7.0,9.5,2.0,1.0,3.0,43.0,2.0,9.0,0.5,10,1
3364,SR03094,25.0,female,young professional,5.5,7.0,9.5,2.66384778012685,0.0,9.0,43.0,0.0,8.0,1.0,10,1
3365,SR03156,20.0,other,student,5.0,9.5,11.0,1.0,1.0,7.0,20.0,5.0,3.0,0.5,10,1
3366,SR00974,19.0,other,student,7.0,5.5,7.0,2.5,2.0,5.0,35.0,5.0,5.0,0.5,10,1
3367,SR01711,36.0,male,teacher,7.0,2.0,3.0,3.5,2.0,6.0,28.0,4.0,15.0,2.0,10,1
3368,SR03202,29.0,other,student,7.0,6.5,7.5,5.0,4.0,6.0,41.0,2.0,5.0,0.0,10,1
3369,SR04372,31.0,female,business owner,7.5,9.5,12.0,4.0,2.0,7.0,45.0,4.0,9.0,0.5,10,1
3370,SR04820,20.0,other,student,7.0,5.0,6.5,2.0,0.0,6.0,46.0,5.0,4.0,0.5827832057037232,10,1
3371,SR01099,49.0,male,young professional,9.5,11.5,15.0,1.0,5.0,6.0,3.0,3.0,8.0,0.5,10,1
3372,SR04162,38.0,female,freelancer,6.0,8.5,9.5,6.5,3.0,6.0,43.0,3.0,13.0,0.0,10,1
3373,SR02845,37.0,female,teacher,7.0,4.0,4.5,3.0,1.0,7.0,23.0,5.0,11.0,2.0,7,0
3374,SR00887,40.0,female,business owner,6.5,8.0,12.5,2.5,4.0,3.0,35.0,3.0,12.0,1.0,10,1
3375,SR04932,28.0,male,freelancer,5.5,7.0,9.0,4.0,3.0,4.0,38.0,4.0,10.0,0.5,10,1
3376,SR03679,20.0,other,student,8.0,9.0,11.0,1.5,0.0,6.0,40.0,0.0,6.0,0.0,10,1
3377,SR04581,33.0,male,business owner,6.5,7.0,9.5,2.0,4.0,6.0,33.700693731448126,3.0,9.0,1.0,9,0
3378,SR03567,35.0,other,young professional,7.5,7.5,11.0,3.5,6.0,6.0,31.0,6.0,10.0,0.5,10,1
3379,SR04402,39.0,male,healthcare worker,5.5,3.0,6.5,4.5,4.0,5.0,31.0,0.0,11.0,0.5,10,1
3380,SR00516,27.0,female,business owner,5.0,7.5,9.0,2.5,3.0,5.0,26.0,2.0,13.0,0.0,10,1
3381,SR04621,55.0,other,teacher,7.5,2.5,1.5,3.5,1.0,7.0,32.0,3.0,3.0,0.5,8,0
3382,SR00738,52.0,male,retired,8.0,1.5,2.0,3.0,0.0,8.0,41.0,2.0,2.0,0.0,10,1
3383,SR01454,37.0,female,teacher,6.0,6.5,7.5,1.5,0.0,8.0,3.0,2.0,12.0,0.0,7,0
3385,SR04701,55.0,male,young professional,5.0,7.5,9.5,2.0,3.0,5.0,27.0,2.0,11.0,0.0,10,1
3386,SR02507,21.0,male,healthcare worker,5.5,6.5,6.5,1.0,2.0,6.0,20.0,2.0,10.0,0.5827832057037232,10,1
3390,SR04746,38.0,female,business owner,7.0,4.0,6.0,3.0,4.0,9.0,21.0,1.0,10.0,1.0,7,0
3391,SR00907,26.0,male,healthcare worker,5.0,6.0,5.5,1.5,2.0,6.0,33.0,5.0,14.0,0.0,10,1
3392,SR03648,22.0,female,student,10.5,10.5,13.5,3.5,2.0,5.0,44.0,0.0,3.0,0.5,10,1
3393,SR01031,38.0,male,retired,7.5,1.0,1.5,3.0,3.0,5.0,21.0,5.0,1.0,0.0,3,0
3394,SR02508,27.0,other,young professional,6.0,10.0,12.5,4.5,0.0,5.0,14.0,0.0,12.0,0.5827832057037232,10,1
3395,SR02429,48.0,female,healthcare worker,8.5,5.0,5.5,0.0,1.0,8.0,19.0,3.0,9.0,2.0,4,0
3396,SR00948,66.0,male,retired,8.0,6.5,9.0,3.5,0.0,6.0,30.0,1.0,0.0,0.5827832057037232,10,1
3397,SR03807,21.0,male,student,6.5,2.5,2.0,0.5,3.0,5.0,39.0,3.0,5.0,0.5,10,1
3398,SR04755,27.0,male,young professional,6.0,5.5,7.5,4.0,1.0,7.0,30.0,0.0,8.0,1.0,10,1
3400,SR04056,18.0,other,student,4.5,6.5,7.0,4.0,0.0,8.0,36.0,0.0,7.0,0.0,10,1
3401,SR00687,22.0,male,student,5.0,10.5,12.5,4.5,3.0,6.0,35.0,2.0,9.0,0.5,10,1
3402,SR00704,20.0,other,student,7.0,10.0,14.5,1.5,0.0,6.0,51.0,3.0,7.0,0.5,10,1
3403,SR03342,37.0,male,business owner,5.5,4.5,5.892200166814512,2.0,4.0,6.0,41.0,3.1847368421052633,7.138232953037941,0.5,10,1
3404,SR02354,22.0,female,student,6.5,6.0,7.5,5.5,0.0,7.0,10.0,3.0,3.0,0.0,10,1
3406,SR03552,44.0,male,healthcare worker,5.5,2.5,1.5,3.5,4.0,10.0,34.0,2.0,12.0,0.5,10,1
3407,SR00474,37.0,male,young professional,6.0,7.5,11.0,5.0,3.0,6.0,34.636710646451085,1.0,7.0,0.5,10,1
3409,SR02753,18.0,female,student,8.0,8.0,10.5,1.0,3.0,5.0,37.0,1.0,2.0,1.0,10,1
3410,SR00886,57.0,female,young professional,9.5,9.0,11.0,5.0,1.0,10.0,31.0,1.0,5.0,0.0,10,1
3411,SR02449,41.0,other,business owner,5.5,6.0,10.0,1.5,2.0,7.0,47.0,0.0,9.0,0.5827832057037232,10,1
3413,SR03758,33.0,female,business owner,6.0,6.5,8.5,4.5,4.0,8.0,34.0,2.0,12.0,1.0,10,1
3414,SR03752,19.0,male,student,6.0,6.0,9.0,1.5,0.0,3.0,50.0,6.0,8.0,0.0,10,1
3415,SR02240,41.0,male,freelancer,5.5,10.0,12.5,5.0,2.0,5.0,36.0,0.0,8.0,0.0,10,1
3417,SR03396,54.0,female,freelancer,6.0,3.5,1.0,3.5,2.0,6.0,57.0,4.0,10.0,0.0,10,1
3420,SR04338,48.0,female,retired,6.5,7.0,8.0,3.0,3.0,6.0,37.0,6.0,1.0,0.0,10,1
3421,SR02964,28.0,male,young professional,8.0,5.5,7.0,0.0,3.0,7.0,38.0,3.1847368421052633,12.0,1.5,10,1
3422,SR01220,21.0,male,freelancer,7.0,10.0,13.0,2.0,4.0,6.0,41.0,4.0,7.0,0.0,10,1
3423,SR00278,28.0,female,freelancer,7.0,12.0,14.5,4.0,4.0,3.0,34.0,5.0,10.0,0.0,10,1
3425,SR02085,55.0,male,retired,7.0,4.0,5.0,2.0,1.0,8.0,14.0,7.0,7.138232953037941,0.5,3,0
3426,SR01246,43.0,female,teacher,7.0,4.0,5.5,5.5,5.0,7.0,24.0,3.0,10.0,1.0,6,0
3428,SR00572,35.0,male,young professional,6.0,5.5,6.0,4.0,5.0,6.0,48.0,0.0,11.0,1.0,10,1
3429,SR01436,20.0,female,student,5.0,11.5,15.057844870748198,2.5,1.0,7.0,57.0,3.0,8.0,0.0,10,1
3431,SR03931,22.0,male,healthcare worker,6.5,2.0,3.5,1.5,2.0,7.0,34.0,7.0,10.0,1.0,10,1
3433,SR00586,27.0,male,business owner,6.0,9.0,13.0,3.0,5.0,8.0,45.0,3.0,14.0,0.0,10,1
3438,SR00675,52.0,male,teacher,5.5,5.5,6.0,3.5,1.0,6.0,23.0,4.0,8.0,1.5,10,1
3439,SR02413,28.0,other,freelancer,10.5,8.5,13.0,3.0,4.0,5.0,21.0,6.0,13.0,0.0,9,0
3440,SR02904,54.0,male,teacher,6.5,4.5,6.5,0.5,4.0,8.0,13.0,2.0,5.0,1.0,6,0
3442,SR03835,79.0,male,retired,7.0,5.5,6.5,1.5,1.0,6.0,16.0,6.0,4.0,0.0,5,0
3443,SR03759,26.0,male,young professional,10.5,10.0,12.0,4.0,3.0,7.0,34.0,1.0,9.0,1.5,10,1
3444,SR03704,34.0,male,healthcare worker,5.5,6.0,7.5,0.0,3.0,6.0,14.0,3.0,9.0,0.5,10,1
3445,SR00360,39.0,male,teacher,8.5,3.5,4.0,2.0,1.0,9.0,31.0,5.0,8.0,1.0,5,0
3446,SR02065,22.0,female,student,5.5,9.0,13.0,5.0,0.0,2.0,39.0,0.0,1.0,0.5,10,1
3447,SR04450,39.0,female,retired,8.5,5.0,8.5,0.5,1.0,9.0,16.0,4.0,0.0,0.5,0,1
3448,SR03811,20.0,other,freelancer,8.0,6.0,9.0,2.5,1.0,4.0,59.0,7.0,10.0,0.5,10,1
3449,SR01691,23.0,male,student,6.5,11.0,14.0,5.0,0.0,7.0,50.0,0.0,1.0,0.5,10,1
3450,SR04327,27.0,female,young professional,8.5,8.5,12.5,2.66384778012685,3.0,7.0,38.0,1.0,6.0,0.5,10,1
3451,SR01549,59.0,female,healthcare worker,6.5,6.5,9.0,1.0,4.0,7.0,27.0,2.0,12.0,0.0,7,0
3452,SR01248,35.0,male,young professional,7.0,5.0,6.5,1.5,-1.0,9.0,45.0,1.0,11.0,1.0,10,1
3454,SR00295,19.0,female,student,7.5,6.5,9.0,4.5,0.0,7.0,37.0,2.0,2.0,0.0,10,1
3455,SR01548,27.0,female,young professional,6.5,6.0,8.0,5.0,2.0,4.0,58.0,3.0,7.138232953037941,1.5,10,1
3456,SR02013,67.0,male,retired,9.5,2.5,3.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,5,0
3457,SR00589,30.0,male,freelancer,8.5,8.0,10.475022518781355,7.0,2.0,6.0,31.0,4.0,8.0,0.5,10,0
3459,SR02404,40.0,female,business owner,4.0,7.0,9.0,2.0,5.0,5.0,33.0,4.0,10.0,0.5,10,1
3461,SR04389,37.0,male,young professional,5.5,3.5,4.5,4.5,0.0,8.0,36.0,2.0,5.0,1.0,10,1
3462,SR02411,43.0,other,teacher,9.5,1.5,3.0,2.0,1.0,9.0,31.0,8.0,8.0,1.0,0,0
3464,SR00426,25.0,other,young professional,7.5,5.5,6.0,2.66384778012685,2.0,3.0,45.0,0.0,6.0,1.5,10,1
3465,SR02583,42.0,other,healthcare worker,7.0,5.0,8.5,3.5,4.0,6.0,20.0,5.0,12.0,1.0,9,0
3466,SR01055,53.0,female,young professional,5.5,5.0,4.5,2.0,5.0,9.0,26.0,2.0,9.0,1.5,10,1
3467,SR03967,69.0,female,retired,7.5,6.0,5.0,2.5,0.0,9.0,16.0,6.0,0.0,0.5,2,0
3469,SR00557,55.0,female,retired,8.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0,2,0
3470,SR04359,39.0,other,freelancer,7.0,5.0,4.5,4.0,1.0,5.0,54.0,1.0,9.0,1.0,10,1
3471,SR03939,51.0,male,healthcare worker,4.0,2.5,4.0,4.5,5.0,5.0,5.0,6.0,7.0,1.0,10,1
3472,SR04713,75.0,female,retired,6.0,4.5,5.892200166814512,2.5,0.0,7.0,26.0,4.0,3.0,1.0,7,0
3474,SR04711,37.0,female,young professional,7.5,7.0,8.0,1.5,3.0,6.0,36.0,3.1847368421052633,12.0,0.5,10,1
3476,SR01194,25.0,female,young professional,6.5,4.5,7.0,0.5,2.0,7.0,23.0,5.0,11.0,0.5,6,0
3477,SR01717,28.0,female,business owner,6.0,6.0,8.5,4.0,4.0,5.0,65.0,3.1847368421052633,13.0,0.5,10,1
3478,SR03417,56.0,female,young professional,4.5,8.0,12.5,4.0,1.0,8.0,20.0,3.0,13.0,0.5,10,1
3479,SR02605,73.0,male,retired,6.5,1.5,2.0,2.5,2.0,6.0,25.0,4.0,0.0,1.0,6,0
